Date,Time,heart rate variability
2025.11.02 01:10:39,01:10:39,59.0
2025.11.02 01:20:39,01:20:39,74.0
2025.11.02 01:25:39,01:25:39,87.0
2025.11.02 01:30:39,01:30:39,55.0
2025.11.02 01:35:39,01:35:39,64.0
2025.11.02 01:40:39,01:40:39,72.0
2025.11.02 01:45:39,01:45:39,78.0
2025.11.02 01:50:39,01:50:39,84.0
2025.11.02 01:55:39,01:55:39,67.0
2025.11.02 01:00:39,01:00:39,66.0
2025.11.02 01:05:39,01:05:39,40.0
2025.11.02 01:10:39,01:10:39,57.0
2025.11.02 01:15:39,01:15:39,64.0
2025.11.02 01:20:39,01:20:39,56.0
2025.11.02 01:25:39,01:25:39,73.0
2025.11.02 01:30:39,01:30:39,60.0
2025.11.02 01:35:39,01:35:39,61.0
2025.11.02 01:40:39,01:40:39,68.0
2025.11.02 01:45:39,01:45:39,67.0
2025.11.02 01:50:39,01:50:39,51.0
2025.11.02 01:55:39,01:55:39,49.0
2025.11.02 02:00:39,02:00:39,60.0
2025.11.02 02:05:39,02:05:39,75.0
2025.11.02 02:10:39,02:10:39,77.0
2025.11.02 02:15:39,02:15:39,84.0
2025.11.02 02:20:39,02:20:39,92.0
2025.11.02 02:25:39,02:25:39,77.0
2025.11.02 02:40:39,02:40:39,78.0
2025.11.02 02:50:39,02:50:39,70.0
2025.11.02 02:55:39,02:55:39,75.0
2025.11.02 03:00:39,03:00:39,77.0
2025.11.02 03:05:39,03:05:39,78.0
2025.11.02 03:10:39,03:10:39,72.0
2025.11.02 03:15:39,03:15:39,83.0
2025.11.02 03:20:39,03:20:39,75.0
2025.11.02 03:25:39,03:25:39,58.0
2025.11.02 03:30:39,03:30:39,61.0
2025.11.02 03:35:39,03:35:39,68.0
2025.11.02 03:40:39,03:40:39,84.0
2025.11.02 03:45:39,03:45:39,67.0
2025.11.02 03:50:39,03:50:39,64.0
2025.11.02 03:55:39,03:55:39,67.0
2025.11.02 04:00:47,04:00:47,69.0
2025.11.02 04:05:39,04:05:39,59.0
2025.11.02 04:10:39,04:10:39,75.0
2025.11.02 04:15:39,04:15:39,72.0
2025.11.02 04:20:39,04:20:39,51.0
2025.11.02 04:25:39,04:25:39,50.0
2025.11.02 04:30:39,04:30:39,58.0
2025.11.02 04:35:39,04:35:39,77.0
2025.11.02 04:40:39,04:40:39,87.0
2025.11.02 04:45:39,04:45:39,84.0
2025.11.02 04:50:39,04:50:39,62.0
2025.11.02 04:55:39,04:55:39,70.0
2025.11.02 05:00:39,05:00:39,74.0
2025.11.02 05:05:39,05:05:39,77.0
2025.11.02 05:10:39,05:10:39,69.0
2025.11.02 05:15:39,05:15:39,69.0
2025.11.02 05:20:39,05:20:39,71.0
2025.11.02 05:25:39,05:25:39,71.0
2025.11.02 05:30:39,05:30:39,76.0
2025.11.02 05:35:39,05:35:39,67.0
2025.11.02 05:40:39,05:40:39,47.0
2025.11.02 05:45:39,05:45:39,58.0
2025.11.02 05:50:39,05:50:39,64.0
2025.11.02 05:55:39,05:55:39,67.0
2025.11.02 06:00:39,06:00:39,54.0
2025.11.02 06:05:39,06:05:39,75.0
2025.11.02 06:10:39,06:10:39,83.0
2025.11.02 06:15:39,06:15:39,87.0
2025.11.02 06:20:39,06:20:39,86.0
2025.11.02 06:25:39,06:25:39,62.0
2025.11.02 06:30:39,06:30:39,71.0
2025.11.02 06:35:39,06:35:39,56.0
2025.11.02 06:40:39,06:40:39,58.0
2025.11.02 06:45:39,06:45:39,59.0
2025.11.02 06:50:39,06:50:39,75.0
2025.11.02 06:55:39,06:55:39,77.0
2025.11.02 07:00:39,07:00:39,58.0
2025.11.02 07:05:39,07:05:39,56.0
2025.11.02 07:10:39,07:10:39,57.0
2025.11.02 07:15:39,07:15:39,58.0
2025.11.02 07:20:39,07:20:39,56.0
2025.11.02 07:25:39,07:25:39,57.0
2025.11.02 07:30:39,07:30:39,56.0
2025.11.02 07:35:39,07:35:39,57.0
2025.11.02 07:40:39,07:40:39,55.0
2025.11.02 07:45:39,07:45:39,61.0
2025.11.02 07:50:39,07:50:39,60.0
2025.11.02 07:55:39,07:55:39,53.0
2025.11.02 08:00:39,08:00:39,78.0
2025.11.02 08:05:39,08:05:39,67.0
2025.11.02 08:10:39,08:10:39,79.0
2025.11.02 08:15:39,08:15:39,92.0
2025.11.02 08:20:39,08:20:39,77.0
2025.11.02 08:25:39,08:25:39,75.0
2025.11.02 08:30:39,08:30:39,35.0
2025.11.02 08:35:39,08:35:39,31.0
2025.11.02 08:40:39,08:40:39,70.0
2025.11.02 08:45:39,08:45:39,81.0
2025.11.02 08:50:39,08:50:39,72.0
2025.11.02 08:55:39,08:55:39,76.0
